Date,State,Bill,Bill Description,Bill Type,Status,Bill Link
2021-10-19,Ohio,HB454,"To enact sections 3129.01, 3129.02, 3129.03, 3129.04, 3129.05, 3129.06, 3129.07, and 3129.08 of the Revised Code to prohibit certain procedures to alter a minor child's sex and to designate this act as the Save Adolescents from Experimentation (SAFE) Act.",Youth Athletics,Introduced,https://legiscan.com/OH/bill/HB454/2021
2021-10-15,Arkansas,SB347,To Create The Vulnerable Child Protection Act; And To Prohibit Gender Reassignment Services For Minors.,Healthcare,Dead/Failed,https://legiscan.com/AR/bill/SB347/2021
2021-10-15,Arkansas,HB1882,To Create The Arkansas Privacy Accommodations Act; And To Amend The Law Concerning Public Property.,Youth Athletics,Dead/Failed,https://legiscan.com/AR/bill/HB1882/2021
2021-10-15,Arkansas,HB1749,To Prohibit Requiring Public School And Institution Of Higher Education Employees From Addressing A Student By A Term That Identifies A Student As Male Or Female And That Is Inconsistent With The Student's Biological Sex.,Youth Athletics,Dead/Failed,https://legiscan.com/AR/bill/HB1749/2021
2021-10-15,Arkansas,SJR16,An Amendment To The Arkansas Constitution Providing That Interscholastic Or Intramural Athletic Teams That Are Sponsored By A Public School Shall Be Expressly Designated Based On Biological Sex.,Youth Athletics,Dead/Failed,https://legiscan.com/AR/bill/SJR16/2021
2021-09-22,Texas,SB3,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB3/2021/X3
2021-09-20,Texas,HB10,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB10/2021/X3
2021-09-20,Texas,SB27,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB27/2021/X3
2021-09-20,Texas,HB84,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB84/2021/X3
2021-09-20,Texas,SB29,Relating to the required inclusion of a person's sex on a birth certificate and prohibited change of sex on the birth certificate of certain minors.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB29/2021/X3
2021-09-14,Texas,HB65,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB65/2021/X3
2021-09-09,Texas,HB26,Relating to the definition of abuse of a child.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB26/2021/X3
2021-09-09,Texas,HB24,Relating to requiring public school and public institution of higher education students to participate in interscholastic athletic activities based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB24/2021/X3
2021-09-08,Texas,SB17,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB17/2021/X3
2021-09-08,Texas,SB15,Relating to the provision of certain gender-affirming therapy and counseling to children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB15/2021/X3
2021-08-11,Texas,SB2,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB2/2021/X2
2021-08-10,Texas,HB142,Relating to protection of persons from participation in a health care service for reasons of conscience; providing a civil remedy; authorizing disciplinary action.,Healthcare,Introduced,https://legiscan.com/TX/bill/HB142/2021/X2
2021-08-09,Texas,HB133,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB133/2021/X2
2021-08-07,Texas,HB25,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB25/2021/X2
2021-08-07,Texas,HB96,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB96/2021/X2
2021-08-07,Texas,HB100,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB100/2021/X2
2021-08-07,Texas,HB102,Relating to requiring public school and public institution of higher education students to participate in interscholastic athletic activities based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB102/2021/X2
2021-08-06,Texas,SB39,Relating to the definition of abuse of a child.,Healthcare,Introduced,https://legiscan.com/TX/bill/SB39/2021/X2
2021-08-06,Texas,HB38,Relating to the definition of abuse of a child.,Healthcare,Introduced,https://legiscan.com/TX/bill/HB38/2021/X2
2021-08-06,Texas,SB34,Relating to protection of individuals from participation in a health care service for reasons of conscience; providing a civil remedy; authorizing disciplinary action.,Healthcare,Introduced,https://legiscan.com/TX/bill/SB34/2021/X2
2021-08-06,Texas,SB23,Relating to the provision of certain gender-affirming therapy and counseling to children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB23/2021/X2
2021-08-06,Texas,SB22,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB22/2021/X2
2021-08-06,Texas,SB40,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB40/2021/X2
2021-07-19,Maine,LD926,An Act To Ban Biological Males from Participating in Women's Sports,Youth Athletics,Dead/Failed,https://legiscan.com/ME/bill/LD926/2021
2021-07-15,Texas,HB274,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB274/2021/X1
2021-07-14,Texas,SB32,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB32/2021/X1
2021-07-14,Texas,SB2,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB2/2021/X1
2021-07-12,Texas,SB70,Relating to the definition of abuse of a child.,Healthcare,Introduced,https://legiscan.com/TX/bill/SB70/2021/X1
2021-07-09,Texas,HB181,Relating to the definition of abuse of a child.,Healthcare,Introduced,https://legiscan.com/TX/bill/HB181/2021/X1
2021-07-09,Texas,HB210,Relating to protection of persons from participation in a health care service for reasons of conscience; providing a civil remedy; authorizing disciplinary action.,Healthcare,Introduced,https://legiscan.com/TX/bill/HB210/2021/X1
2021-07-09,Texas,SB66,Relating to the provision of certain gender-affirming therapy and counseling to children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB66/2021/X1
2021-07-09,Texas,HB212,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB212/2021/X1
2021-07-09,Texas,HB187,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB187/2021/X1
2021-07-09,Texas,HB185,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB185/2021/X1
2021-07-09,Texas,HB217,Relating to the required inclusion of a person's sex on a birth certificate and prohibited change of sex on the birth certificate of certain minors.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB217/2021/X1
2021-07-08,Texas,HB166,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB166/2021/X1
2021-07-08,Texas,HB179,Relating to the separation based on biological sex of athletics teams sponsored by a public school or institution of higher education.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB179/2021/X1
2021-07-07,Texas,HB89,Relating to the definition of abuse of a child.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB89/2021/X1
2021-07-07,Texas,SB18,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/SB18/2021/X1
2021-07-07,Texas,HB90,Relating to requiring public school and public institution of higher education students to participate in interscholastic athletic activities based on biological sex.,Youth Athletics,Introduced,https://legiscan.com/TX/bill/HB90/2021/X1
2021-06-30,Arizona,SB1637,Biological sex; interscholastic athletics,Youth Athletics,Introduced,https://legiscan.com/AZ/bill/SB1637/2021
2021-06-25,Missouri,SB9,"Establishes the ""Save Women's Sports Act"" to protect female-only athletics in middle schools, high schools, and colleges",Youth Athletics,Introduced,https://legiscan.com/MO/bill/SB9/2021/X1
2021-06-24,Ohio,SB187,"To enact sections 3313.5317, 3345.561, 3376.01, 3376.02, 3376.03, 3376.04, 3376.05, 3376.06, 3376.07, and 3376.08 of the Revised Code to allow intercollegiate athletes to earn compensation from their name, image, or likeness, to enact the Save Women's Sports Act to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex.",Youth Athletics,Passed,https://legiscan.com/OH/bill/SB187/2021
2021-06-22,Michigan,HB5082,Education: athletics; requirement that only biological males may compete for a position on and compete on a boys' high school team in an interscholastic activity and only biological females may compete for a position on and compete on a girls' high school team in an interscholastic activity; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1146a & repeals sec. 1289 of 1976 PA 451 (MCL 380.1289).,Youth Athletics,Introduced,https://legiscan.com/MI/bill/HB5082/2021
2021-06-21,Louisiana,SB156,Provides for the Fairness in Women's Sports Act relative to a school's ability to offer opportunities to each student to participate in team sporting events on an equal basis. (8/1/21) (EN NO IMPACT LF EX See Note),Youth Athletics,Vetoed,https://legiscan.com/LA/bill/SB156/2021
2021-06-17,Maine,LD1238,An Act To Protect Women's Single-sex Shelters,Public Facilities,Dead/Failed,https://legiscan.com/ME/bill/LD1238/2021
2021-06-16,Wisconsin,AB195,An Act to amend 36.12 (1) and 38.23 (1); and to create 36.25 (58) and 38.12 (15) of the statutes; Relating to: designating University of Wisconsin and technical college sports and athletic teams based on the sex of the participants.,Youth Athletics,Crossed Over,https://legiscan.com/WI/bill/AB195/2021
2021-06-16,Wisconsin,AB196,An Act to amend 118.13 (1); and to create 118.132 of the statutes; Relating to: designating athletic sports and teams operated or sponsored by public schools or private schools participating in a parental choice program based on the sex of the participants.,Youth Athletics,Crossed Over,https://legiscan.com/WI/bill/AB196/2021
2021-06-09,Maine,LD1401,An Act To Prohibit Biological Males from Participating in School Athletic Programs and Activities Designated for Females at Schools That Receive Federal Funding,Youth Athletics,Dead/Failed,https://legiscan.com/ME/bill/LD1401/2021
2021-05-24,Arizona,HB2655,Birth certificates; amendments; sex designation,ID Updates,Introduced,https://legiscan.com/AZ/bill/HB2655/2021
2021-05-21,Tennessee,SB0126,"As enacted, specifies that standard medical practice does not involve prescribing hormone treatment for gender dysphoric or gender incongruent prepubertal minors; prohibits a healthcare prescriber from prescribing a course of treatment that involves hormone treatment for gender dysphoric or gender incongruent prepubertal minors, except that a healthcare prescriber may prescribe a course of treatment that involves hormone treatments for prepubertal minors for diagnoses of growth deficiencies or other diagnoses unrelated to gender dysphoria or gender incongruency. - Amends TCA Title 8; Title 53; Title 56; Title 63; Title 68 and Title 71.",Healthcare,Signed/Enacted,https://legiscan.com/TN/bill/SB0126/2021
2021-05-21,Tennessee,HB1027,"As enacted, specifies that standard medical practice does not involve prescribing hormone treatment for gender dysphoric or gender incongruent prepubertal minors; prohibits a healthcare prescriber from prescribing a course of treatment that involves hormone treatment for gender dysphoric or gender incongruent prepubertal minors, except that a healthcare prescriber may prescribe a course of treatment that involves hormone treatments for prepubertal minors for diagnoses of growth deficiencies or other diagnoses unrelated to gender dysphoria or gender incongruency. - Amends TCA Title 8; Title 53; Title 56; Title 63; Title 68 and Title 71.",Healthcare,Signed/Enacted,https://legiscan.com/TN/bill/HB1027/2021
2021-05-20,West Virginia,HB3293,Relating to single-sex participation in interscholastic athletic events,Youth Athletics,Signed/Enacted,https://legiscan.com/WV/bill/HB3293/2021
2021-05-19,Tennessee,SB1367,"As enacted, enacts the ""Tennessee Accommodations for All Children Act."" - Amends TCA Title 49.",Youth Athletics,Signed/Enacted,https://legiscan.com/TN/bill/SB1367/2021
2021-05-19,Tennessee,HB1233,"As enacted, enacts the ""Tennessee Accommodations for All Children Act."" - Amends TCA Title 49.",Youth Athletics,Signed/Enacted,https://legiscan.com/TN/bill/HB1233/2021
2021-05-19,Tennessee,SB1224,"As enacted, requires a public or private entity or business that operates a building or facility open to the general public to post a notice at the entrance of each public restroom of the entity's or business's policy of allowing a member of either biological sex to use any public restroom within the building or facility, if the entity or business maintains such a policy. - Amends TCA Title 4; Title 5; Title 6; Title 7; Title 49 and Title 68.",Youth Athletics,Signed/Enacted,https://legiscan.com/TN/bill/SB1224/2021
2021-05-19,Tennessee,HB1182,"As enacted, requires a public or private entity or business that operates a building or facility open to the general public to post a notice at the entrance of each public restroom of the entity's or business's policy of allowing a member of either biological sex to use any public restroom within the building or facility, if the entity or business maintains such a policy. - Amends TCA Title 4; Title 5; Title 6; Title 7; Title 49 and Title 68.",Youth Athletics,Signed/Enacted,https://legiscan.com/TN/bill/HB1182/2021
2021-05-18,Texas,SB1311,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB1311/2021
2021-05-13,Illinois,HB4082,"Amends the Interscholastic Athletic Organization Act. Provides that any athletic team or sport that is under the jurisdiction of an association or entity that provides for interscholastic athletics or athletic competition among schools and student must be expressly designated as (i) a male athletic team or sport, (ii) a female athletic team or sport, or (iii) a coeducational athletic team or sport. Provides that an athletic team or sport designated as being female is available only to participants who are female, based on their biological sex. Requires a school district or nonpublic school to obtain a written statement signed by a student's parent or guardian or the student verifying the student's age, biological sex, and that the student has not taken performance enhancing drugs; provides for a penalty for false or misleading statements. Prohibits a governmental entity or an association or entity that provides for interscholastic athletics or athletic competition among schools and students from entertaining a complaint, opening an investigation, or taking any other adverse action against a school district or nonpublic school for maintaining athletic teams or sports in accordance with these provisions.",Youth Athletics,Introduced*,https://legiscan.com/IL/bill/HB4082/2021
2021-05-12,Alaska,SB140,"An Act relating to school athletics, recreation, athletic teams, and sports.",Youth Athletics,Introduced,https://legiscan.com/AK/bill/SB140/2021
2021-05-07,Montana,HB112,Require interscholastic athletes to participate under sex assigned at birth,Youth Athletics,Signed/Enacted,https://legiscan.com/MT/bill/HB112/2021
2021-05-05,New Jersey,A5545,""Fairness in Women's Sport Act."",Youth Athletics,Introduced,https://legiscan.com/NJ/bill/A5545/2020
2021-05-03,Kansas,SB55,Creating the fairness in women's sports act to require that female student athletic teams only include members who are biologically female.,Youth Athletics,Vetoed,https://legiscan.com/KS/bill/SB55/2021
2021-04-30,Florida,H0935,Creates Vulnerable Child Protection Act; provides criminal penalties for health care practitioners who engage in or cause specified practices to be performed on minor under certain conditions.,Youth Athletics,Dead/Failed,https://legiscan.com/FL/bill/H0935/2021
2021-04-30,Florida,H1475,"Requires that certain athletic teams or sports sponsored by certain educational institutions be designated on basis of students' biological sex; prohibits athletic teams or sports designated for female students to be open to male students; requires that student's school or institution, as applicable, resolve disputes regarding student's sex; requires State Board of Education to adopt certain rules; provides for civil remedies & damages; provides statute of limitation.",Youth Athletics,Dead/Failed,https://legiscan.com/FL/bill/H1475/2021
2021-04-30,Florida,S2012,"Creating the ""Promoting Equality of Athletic Opportunity Act""; requiring that certain athletic teams or sports sponsored by certain educational institutions be designated on the basis of students' biological sex; prohibiting athletic teams or sports designated for female students from being open to male students; specifying conditions under which persons who transition from male to female are eligible to compete in the female category; requiring a student that fails to comply with certain conditions to be suspended from female competition for 12 months; requiring the Board of Governors of the State University System to adopt regulations and the State Board of Education to adopt rules regarding the resolution of disputes, etc.",Youth Athletics,Dead/Failed,https://legiscan.com/FL/bill/S2012/2021
2021-04-30,Montana,SB280,Revise vital statistics laws regarding sex designation on birth certificate,ID Updates,Signed/Enacted,https://legiscan.com/MT/bill/SB280/2021
2021-04-29,Arkansas,SB450,To Create The Gender Integrity Reinforcement Legislation For Sports (girls) Act; And To Create A Legal Cause Of Action For A Violation Of The Gender Integrity Reinforcement Legislation For Sports (girls) Act.,Youth Athletics,Signed/Enacted,https://legiscan.com/AR/bill/SB450/2021
2021-04-29,Montana,SB245,Implement medical ethics and diversity act,Healthcare,Dead/Failed,https://legiscan.com/MT/bill/SB245/2021
2021-04-29,Montana,HB427,Provide for youth health protection,Youth Athletics,Dead/Failed,https://legiscan.com/MT/bill/HB427/2021
2021-04-29,Montana,HB113,Provide for youth health protection,Youth Athletics,Dead/Failed,https://legiscan.com/MT/bill/HB113/2021
2021-04-28,Texas,SB1646,Relating to the definition of abuse of a child.,Healthcare,Crossed Over,https://legiscan.com/TX/bill/SB1646/2021
2021-04-22,Montana,SB215,Establish the religious freedom restoration act,Religious Freedom,Signed/Enacted,https://legiscan.com/MT/bill/SB215/2021
2021-04-22,North Dakota,1298,"AN ACT to create and enact a new section to chapter 14-02.4 of the North Dakota Century Code, relating to participation in athletic events exclusively for males or females; and to provide for a legislative management study.",Youth Athletics,Vetoed,https://legiscan.com/ND/bill/1298/2021
2021-04-22,Wisconsin,SB323,An Act to amend 36.12 (1) and 38.23 (1); and to create 36.25 (58) and 38.12 (15) of the statutes; Relating to: designating University of Wisconsin and technical college sports and athletic teams based on the sex of the participants.,Youth Athletics,Introduced,https://legiscan.com/WI/bill/SB323/2021
2021-04-22,Wisconsin,SB322,An Act to amend 118.13 (1); and to create 118.132 of the statutes; Relating to: designating athletic sports and teams operated or sponsored by public schools or private schools participating in a parental choice program based on the sex of the participants.,Youth Athletics,Introduced,https://legiscan.com/WI/bill/SB322/2021
2021-04-20,Alabama,HB391,"Schools, public K-12, athletic events allowing competition by one biological gender against another prohibited unless the event specifically includes both genders",Youth Athletics,Signed/Enacted,https://legiscan.com/AL/bill/HB391/2021
2021-04-20,Arkansas,HB1951,To Amend The Criminal Offense Of Sexual Indecency With A Child.,Public Facilities,Introduced,https://legiscan.com/AR/bill/HB1951/2021
2021-04-20,Arizona,SB1456,Sex education instruction; parental rights,Other,Vetoed,https://legiscan.com/AZ/bill/SB1456/2021
2021-04-15,Texas,SB29,Relating to requiring public school students to compete in interscholastic athletic competitions based on sex and a study conducted by the University Interscholastic League on the effects of allowing a student to participate in an athletic competition designated for the sex opposite to the student's sex.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB29/2021
2021-04-13,Arkansas,HB1570,To Create The Arkansas Save Adolescents From Experimentation (safe) Act.,Healthcare,Signed/Enacted,https://legiscan.com/AR/bill/HB1570/2021
2021-04-06,South Carolina,H4153,"Amend The Code Of Laws Of South Carolina, 1976, So As To Enact The ""save Women's Sports Act"" By Adding Section 59-1-500 So As To Ensure Continued Inclusivity Of Females In The School Sports Arena By Providing That Public And Private Middle School-level And High School-level Teams And Sports Must Be Designated Based On Biological Sex, To Provide That Teams Or Sports Designated For Females May Be Restricted To Students Of The Female Sex, To Provide For Certain Protections For Public And Private Schools, And To Provide Certain Relief For Violations.",Youth Athletics,Introduced*,https://legiscan.com/SC/bill/H4153/2021
2021-04-06,Tennessee,SB0228,"As enacted, requires that a student's gender for purposes of participation in a public middle school or high school interscholastic athletic activity or event be determined by the student's sex at the time of the student's birth, as indicated on the student's original birth certificate. - Amends TCA Title 49.",Youth Athletics,Signed/Enacted,https://legiscan.com/TN/bill/SB0228/2021
2021-04-06,Tennessee,HB0003,"As enacted, requires that a student's gender for purposes of participation in a public middle school or high school interscholastic athletic activity or event be determined by the student's sex at the time of the student's birth, as indicated on the student's original birth certificate. - Amends TCA Title 49.",Youth Athletics,Signed/Enacted,https://legiscan.com/TN/bill/HB0003/2021
2021-04-05,North Carolina,S514,Youth Health Protection Act,Youth Athletics,Introduced,https://legiscan.com/NC/bill/S514/2021
2021-04-05,Pennsylvania,HB972,"An Act providing for sport activities in public institutions of higher education and public school entities to be expressly designated male, female or coed; and creating causes of action for harms suffered by designation.",Youth Athletics,Introduced,https://legiscan.com/PA/bill/HB972/2021
2021-04-02,Louisiana,HB575,Restricts prescribing and dispensing of certain drugs to delay puberty and prohibits withholding of certain information from the minor's parent or legal guardian (OR SEE FISC NOTE GF EX),Youth Athletics,Introduced,https://legiscan.com/LA/bill/HB575/2021
2021-04-02,Louisiana,HB542,Provides for the Fairness in Women's Sports Act relative to a school's ability to offer opportunities to each student to participate in team sporting events on an equal basis,Youth Athletics,Introduced,https://legiscan.com/LA/bill/HB542/2021
2021-03-30,Louisiana,SB104,Provides relative to gender therapy and minors. (8/1/21),Healthcare,Introduced,https://legiscan.com/LA/bill/SB104/2021
