Date,State,Bill,Bill Description,Bill Type,Status,Bill Link
2023-04-05,North Carolina,H574,Fairness in Women's Sports Act,Youth Athletics,Introduced,https://legiscan.com/NC/bill/H574/2023
2023-04-05,North Carolina,S631,Fairness in Women's Sports Act,Youth Athletics,Introduced,https://legiscan.com/NC/bill/S631/2023
2023-04-05,North Carolina,S636,School Athletic Transparency,Youth Athletics,Introduced,https://legiscan.com/NC/bill/S636/2023
2023-04-05,North Carolina,S639,Youth Health Protection Act,Healthcare,Introduced,https://legiscan.com/NC/bill/S639/2023
2023-04-05,North Dakota,HB1254,"AN ACT to create and enact chapter 12.1-36.1 of the North Dakota Century Code, relating to the prohibition of certain practices against a minor; to provide a penalty; and to declare an emergency.",Healthcare,Passed,https://legiscan.com/ND/bill/HB1254/2023
2023-04-04,North Carolina,S560,Medical Treatment for Minors Act,Healthcare,Introduced,https://legiscan.com/NC/bill/S560/2023
2023-04-04,Texas,SB14,"Relating to prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria and on the use of public money or public assistance to provide those procedures and treatments.",Healthcare,Crossed Over,https://legiscan.com/TX/bill/SB14/2023
2023-04-03,Florida,S0254,"Granting courts of this state temporary emergency jurisdiction over a child present in this state if the child has been subjected to or is threatened with being subjected to sex-reassignment prescriptions or procedures; providing that, for purposes of warrants to take physical custody of a child in certain child custody enforcement proceedings, serious physical harm to the child includes, but is not limited to, being subjected to sex-reassignment prescriptions or procedures; prohibiting certain public entities from expending state funds for the provision of sex-reassignment prescriptions or procedures; requiring certain licensed facilities, by a specified date and as a condition of licensure thereafter, to provide a signed attestation of specified information to the Agency for Health Care Administration; prohibiting sex-reassignment prescriptions and procedures for patients younger than 18 years of age, etc.",Healthcare,Crossed Over,https://legiscan.com/FL/bill/S0254/2023
2023-03-31,Louisiana,HB463,Prohibits certain procedures to alter the sex of a minor child,Healthcare,Introduced,https://legiscan.com/LA/bill/HB463/2023
2023-03-29,Kentucky,SB150,"Create a new section of KRS Chapter 158 to establish definitions; require specific parental notifications from public schools; require school districts to adopt specific procedures related to parental rights; limit authority of the Kentucky Board of Education and Kentucky Department of Education in relation to parental rights and a student's use of pronouns; prohibit district or school policies with the intent of keeping student information confidential for parents; prohibit a school district from requiring school personnel or pupils to use pronouns for students that do not conform to that student's biological sex; provide school districts and district personnel authority to seek emergency medical services for a student; provide conditions for student confidentiality; amend KRS 158.1415 to establish requirements for any public school's course, curriculum, or program on the subject of human sexuality.",Schools / Education,Signed/Enacted,https://legiscan.com/KY/bill/SB150/2023
2023-03-29,Montana,SB99,Provide for a youth health protection act,Healthcare,Passed,https://legiscan.com/MT/bill/SB99/2023
2023-03-29,Texas,SB15,Relating to requiring public institution of higher education students who compete in intercollegiate athletic competitions to compete based on biological sex.,Youth Athletics,Crossed Over,https://legiscan.com/TX/bill/SB15/2023
2023-03-29,Texas,SB162,Relating to the required inclusion of a person's sex on a birth certificate and prohibited change of sex on the birth certificate of certain minors.,ID Updates,Crossed Over,https://legiscan.com/TX/bill/SB162/2023
2023-03-27,Idaho,S1016,"GOVERNMENT -- Amends existing law to provide that a public works contractor shall not be required to provide access to a multiple-occupancy restroom, multiple-occupancy shower facility, or multiple-occupancy changing room on any basis other than sex.",Public Facilities,Signed/Enacted,https://legiscan.com/ID/bill/S1016/2023
2023-03-27,Oklahoma,HB1449,Discrimination; enacting the Women's Bill of Rights; effective date.,Other,Crossed Over,https://legiscan.com/OK/bill/HB1449/2023
2023-03-27,United States,HB5,To ensure the rights of parents are honored and protected in the Nation's public schools.,Schools / Education,Crossed Over,https://legiscan.com/US/bill/HB5/2023
2023-03-24,Kentucky,SB145,Amend KRS 156.070 to remove the statutory eligibility restriction for nonresident student participation in interscholastic athletics; retain eligibility authority with the agency designated to manage interscholastic athletics.,Youth Athletics,Signed/Enacted,https://legiscan.com/KY/bill/SB145/2023
2023-03-23,Georgia,SB140,"A BILL to be entitled an Act to amend Article 1 of Chapter 7 of Title 31 of the Official Code of Georgia Annotated, relating to regulation of hospitals and related institutions, so as to prohibit certain surgical procedures for the treatment of gender dysphoria in minors from being performed in hospitals and other licensed healthcare facilities; to provide for exceptions; to provide for violations; to amend Article 1 of Chapter 34 of Title 43 of the Official Code of Georgia Annotated, relating to the Georgia Composite Medical Board, so as to prohibit certain surgical procedures for the treatment of gender dysphoria in minors; to provide for exceptions; to provide for violations; to provide for legislative findings; to provide for related matters; to repeal conflicting laws; and for other purposes.",Healthcare,Signed/Enacted,https://legiscan.com/GA/bill/SB140/2023
2023-03-23,Missouri,SB39,Establishes guidelines for student participation in athletic contests organized by sex,Youth Athletics,Crossed Over,https://legiscan.com/MO/bill/SB39/2023
2023-03-23,Missouri,SB49,Establishes the ""Missouri Save Adolescents from Experimentation (SAFE) Act"" and modifies provisions relating to public funding of certain gender transition procedures,Healthcare,Crossed Over,https://legiscan.com/MO/bill/SB49/2023
2023-03-23,Utah,SB0093,Birth Certificate Modifications,ID Updates,Signed/Enacted,https://legiscan.com/UT/bill/SB0093/2023
2023-03-22,Idaho,S1100,EDUCATION -- Adds to existing law to establish privacy and safety standards in public schools.,Public Facilities,Signed/Enacted,https://legiscan.com/ID/bill/S1100/2023
2023-03-22,Nevada,AB374,"AN ACT relating to athletics; requiring the Nevada Interscholastic Activities Association to adopt rules and regulations requiring each interscholastic activity or event to be designated based on biological sex; requiring the Board of Regents of the University of Nevada to adopt a policy requiring each interscholastic sport or athletic event that is sanctioned or sponsored by a university, state college or community college within the Nevada System of Higher Education to be designated based on biological sex; requiring each organization for youth sports that sanctions or sponsors competitive sports for youths in this State to adopt a policy requiring each youth sport to be designated based on biological sex; defining certain terms; and providing other matters properly relating thereto.",Youth Athletics,Introduced,https://legiscan.com/NV/bill/AB374/2023
2023-03-22,Tennessee,HB0001,"As enacted, prohibits a healthcare provider from performing on a minor or administering to a minor a medical procedure if the performance or administration of the procedure is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex. - Amends TCA Title 28; Title 29; Title 33; Title 34; Title 36; Title 37; Title 39; Title 40; Title 49; Title 56; Title 63; Title 68 and Title 71.",Healthcare,Signed/Enacted,https://legiscan.com/TN/bill/HB0001/2023
2023-03-22,Tennessee,HB0009,"As enacted, creates an offense for a person who engages in an adult cabaret performance on public property or in a location where the adult cabaret performance could be viewed by a person who is not an adult. - Amends TCA Title 7, Chapter 51, Part 14.",Drag Performance,Signed/Enacted,https://legiscan.com/TN/bill/HB0009/2023
2023-03-22,Tennessee,SB0001,"As enacted, prohibits a healthcare provider from performing on a minor or administering to a minor a medical procedure if the performance or administration of the procedure is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex. - Amends TCA Title 28; Title 29; Title 33; Title 34; Title 36; Title 37; Title 39; Title 40; Title 49; Title 56; Title 63; Title 68 and Title 71.",Healthcare,Signed/Enacted,https://legiscan.com/TN/bill/SB0001/2023
2023-03-22,Tennessee,SB0003,"As enacted, creates an offense for a person who engages in an adult cabaret performance on public property or in a location where the adult cabaret performance could be viewed by a person who is not an adult. - Amends TCA Title 7, Chapter 51, Part 14.",Drag Performance,Signed/Enacted,https://legiscan.com/TN/bill/SB0003/2023
2023-03-21,Arkansas,HB1156,Concerning A Public School District Or Open-enrollment Public Charter School Policy Relating To A Public School Student's Sex.,Public Facilities,Signed/Enacted,https://legiscan.com/AR/bill/HB1156/2023
2023-03-21,New Hampshire,SB272,Establishing a parents' bill of rights in education.,Schools / Education,Crossed Over,https://legiscan.com/NH/bill/SB272/2023
2023-03-21,Tennessee,SB0841,"As introduced, requires a person to obtain a valid entertainer permit from the adult-oriented establishment board, in those jurisdictions with a board, prior to performing adult cabaret entertainment for compensation; prohibits public, private, and commercial establishments from allowing persons under the age of 18 to attend a performance featuring adult cabaret entertainment. - Amends TCA Title 7, Chapter 51.",Drag Performance,Dead/Failed,https://legiscan.com/TN/bill/SB0841/2023
2023-03-20,Arizona,SB1697,Public monies; ideology training; prohibition,Other,Crossed Over,https://legiscan.com/AZ/bill/SB1694/2023
2023-03-20,Arizona,SB1700,Schools; school libraries; books; prohibition,Schools / Education,Crossed Over,https://legiscan.com/AZ/bill/SB1700/2023
2023-03-20,Montana,SB458,Define sex in Montana law,ID Updates,Crossed Over,https://legiscan.com/MT/bill/SB458/2023
2023-03-17,Utah,HB0209,Participation in Extracurricular Activities Amendments,Youth Athletics,Signed/Enacted,https://legiscan.com/UT/bill/HB0209/2023
2023-03-17,Wyoming,SF0133,AN ACT relating to education; prohibiting students of the male sex from competing on a team designated for students of the female sex as specified; prohibiting retaliation; providing for an administrative hearing as specified; alternatively providing for a commission to determine student eligibility as specified; providing definitions; providing immunity as specified; providing an appropriation; requiring rulemaking; and providing for an effective date.,Youth Athletics,Signed/Enacted,https://legiscan.com/WY/bill/SF0133/2023
2023-03-16,Arkansas,SB199,Concerning Medical Malpractice And Gender Transition In Minors; And To Create The Protecting Minors From Medical Malpractice Act Of 2023.,Healthcare,Signed/Enacted,https://legiscan.com/AR/bill/SB199/2023
2023-03-16,Arizona,SB1028,Adult cabaret performances; prohibited locations,Drag Performance,Crossed Over,https://legiscan.com/AZ/bill/SB1028/2023
2023-03-16,Arizona,SB1030,Sexually explicit performances; regulation,Other,Crossed Over,https://legiscan.com/AZ/bill/SB1030/2023
2023-03-15,Utah,SB0039,Health and Human Services Recodification - Health Care Assistance and Data,Other,Signed/Enacted,https://legiscan.com/UT/bill/SB0039/2023
2023-03-14,South Carolina,S0623,"Amend The South Carolina Code Of Laws By Amending Section 44-63-100, Relating To The Process Through Which A Person May Make Changes To His Birth Certificate, So As To Provide That Gender Changes To A Person's Birth Certificate May Only Be To Change From Male To Female Or From Female To Male And To Provide For Affidavits That Must Accompany A Petition To Make A Gender Change To A Person's Birth Certificate.",ID Updates,Introduced*,https://legiscan.com/SC/bill/S0623/2023
2023-03-14,South Carolina,S0624,"An Amendment To Article Xvii Of The Constitution Of South Carolina, By Adding Section 16 To Provide That A Person's Biological Sex At Birth Constitutes That Person's Gender For The Purposes Of The State Constitution And Laws.",Other,Introduced*,https://legiscan.com/SC/bill/S0624/2023
2023-03-14,South Carolina,S0627,"Amend The South Carolina Code Of Laws By Adding Section 40-47-300 So As To Define Gender, Sex, And Other Terms; By Adding Section 40-47-310 So As To Prohibit The Provision Of Gender Transition Procedures To A Person Under Eighteen Years Of Age; By Adding Section 40-47-320 So As To Provide Exceptions; By Adding Section 40-47-330 So As To Prohibit The Use Of Public Funds For Gender Transition Procedures; By Adding Section 40-47-340 So As To Provide Penalties; And By Adding Section 59-32-36 So As To Prohibit School Staff And Officials From Withholding Knowledge Of A Minor's Perception Of Their Gender From The Minor's Parents.",Healthcare,Introduced*,https://legiscan.com/SC/bill/S0627/2023
2023-03-14,United States,HB1585,To require a State receiving funds pursuant to title II of the Elementary and Secondary Education Act of 1965 to implement a State policy to prohibit a school employee from conducting certain social gender transition interventions.,Schools / Education,Introduced,https://legiscan.com/US/bill/HB1585/2023
2023-03-13,Kentucky,HB173,"Create new sections of KRS Chapter 158 to define terms; make legislative findings and declarations on the rights of parents as it relates to public schools and establish a standard to protect those rights; require public schools to establish a process to receive complaints of violations; create a cause of action for violations and establish limitations; establish specific parental rights as related to public schools; require public schools to adopt policies to protect those rights; require the Kentucky Department of Education to eliminate regulations in violation and develop recommended policies to public schools for compliance; make findings and declarations related to privacy of parents and children and require public schools to adopt policies to safeguard those rights; establish a cause of action for a child encountering a person of the opposite biological sex while in a location where there is a reasonable expectation of bodily privacy; create a cause of action for those who are forced by a public school to share private quarters with specific people of the opposite biological sex and provide exclusions; make findings and declarations relating to controversial subject matter in common schools; establish a parental right of not having a child indoctrinated into any political position or being involved in advocacy in a controversial subject matter; establish limitations on school personnel related to instruction and discussion on sexual orientation, sexual preference, or gender expression; establish limitations on school personnel advocacy in the scope of employment and actions based on the immutable characteristics of students; prohibit compelling school personnel to advocate for or against anything in opposition to sincerely held beliefs and convictions; require public schools to adopt enforcement policies; establish limitations; establish a parental right to expect a child not be exposed to or given access to harmful to minors, pervasively vulgar, or obscene matter or performance or obscene imagery representing minors; require that public schools adopt policies to protect that right by making those materials and performances inaccessible and prohibit matters and performances harmful to minors, drag performances, pervasively vulgar performances, obscene performances, and any performance involving sexual conduct, nudity, or stripping; provide that none of the materials identified shall be deemed to have educational value for minors; establish limitations; amend KRS 158.148 to establish a parental right to expect a child will not be bulled at school and require public schools adopt policies to ensure notification and support of bullying victims, require an order of reporting to staff, require specific time requirements for investigations; provide for an appeal and review of incidents; require identification of actions to prevent future acts of bullying or retaliation; require procedures for supporting victims; establish a short title of the Childhood Protection in Education Act.",Schools / Education,Dead/Failed,https://legiscan.com/KY/bill/HB173/2023
2023-03-13,Kentucky,SB115,Create new sections of KRS Chapter 231 to express the findings of the General Assembly relating to adult-oriented businesses and the need for regulation; define terms; establish distance parameters for the location of adult-oriented businesses in proximity to identified entities and locations; establish transition provisions for existing businesses; affirm the authority of local governmental units to supplement regulation of adult-oriented businesses.,Drag Performance,Crossed Over,https://legiscan.com/KY/bill/SB115/2023
2023-03-13,Louisiana,HB81,Provides relative to the use of certain names and pronouns for students,Schools / Education,Introduced,https://legiscan.com/LA/bill/HB81/2023
2023-03-13,Tennessee,SB1440,"As introduced, adds ""sex"" as a defined term for statutory construction purposes. - Amends TCA Title 1, Chapter 3 and Title 49, Chapter 2, Part 8.",ID Updates,Crossed Over,https://legiscan.com/TN/bill/SB1440/2023
2023-03-11,West Virginia,HB2007,The purpose of this bill is to prohibit certain medical practices.,Healthcare,Signed/Enacted,https://legiscan.com/WV/bill/HB2007/2023
2023-03-10,Texas,HB4754,Relating to health benefit plan coverage for and prohibitions on gender transitioning procedures and treatments provided to certain individuals; creating a criminal offense.,Healthcare,Introduced,https://legiscan.com/TX/bill/HB4754/2023
2023-03-10,Texas,HB4961,Relating to a parent's right to information concerning the gender identity of the parent's child.,Schools / Education,Introduced,https://legiscan.com/TX/bill/HB4961/2023
2023-03-10,Texas,HB5235,"Relating to regulations and policies for entering or using a bathroom or changing facility in a public school; authorizing a civil penalty, authorizing a private civil right of action.",Public Facilities,Introduced,https://legiscan.com/TX/bill/HB5235/2023
2023-03-10,Texas,HB5236,Relating to regulations and policies for entering or using a bathroom or changing facility in a public school.,Public Facilities,Introduced,https://legiscan.com/TX/bill/HB5236/2023
2023-03-10,Texas,HB5256,Relating to a public school policy regarding multi-occupancy bathrooms or changing facilities.,Public Facilities,Introduced,https://legiscan.com/TX/bill/HB5256/2023
2023-03-10,Texas,SB2281,Relating to prohibiting certain adult cabaret performances; creating a criminal offense.,Drag Performance,Introduced,https://legiscan.com/TX/bill/SB2281/2023
2023-03-09,Michigan,HB4257,Crimes: penalties; penalties for parents or guardians who procure gender transition surgeries or irreversible hormonal procedures for children under 18; provide for. Amends sec. 136b of 1931 PA 328 (MCL 750.136b).,Healthcare,Introduced,https://legiscan.com/MI/bill/HB4257/2023
2023-03-09,Texas,HB4378,Relating to a cause of action for drag performances performed in the presence of a minor.,Drag Performance,Introduced,https://legiscan.com/TX/bill/HB4378/2023
2023-03-09,Texas,HB4534,Relating to a policy prohibiting public school employees from assisting a student with social transitioning and to the loss of state funding for a violation by a public school.,Schools / Education,Introduced,https://legiscan.com/TX/bill/HB4534/2023
2023-03-09,United States,HB1490,To secure the dignity and safety of incarcerated women.,Other,Introduced,https://legiscan.com/US/bill/HB1490/2023
2023-03-09,United States,SB752,A bill to secure the dignity and safety of incarcerated women.,Other,Introduced,https://legiscan.com/US/bill/SB752/2023
2023-03-08,Oklahoma,SB26,Schools; providing certain exception to designation and use of restroom or changing area. Effective date. Emergency.,Public Facilities,Crossed Over,https://legiscan.com/OK/bill/SB26/2023
2023-03-08,Oklahoma,SB408,Discrimination; creating the Women's Bill of Rights; authorizing distinctions for certain purposes. Effective date.,Other,Crossed Over,https://legiscan.com/OK/bill/SB408/2023
2023-03-08,Pennsylvania,HB216,"An Act providing for sport activities in public institutions of higher education and public school entities to be expressly designated male, female or coed; and creating causes of action for harms suffered by designation.",Youth Athletics,Introduced,https://legiscan.com/PA/bill/HB216/2023
2023-03-08,Texas,HB4129,Relating to prohibiting certain erotic performances; creating a criminal offense; authorizing a civil penalty.,Drag Performance,Introduced,https://legiscan.com/TX/bill/HB4129/2023
2023-03-07,Michigan,HB4195,Civil rights: privacy; restriction of student access to certain restrooms and changing areas based on biological sex; provide for. Creates new act.,Public Facilities,Introduced,https://legiscan.com/MI/bill/HB4195/2023
2023-03-07,Tennessee,HB0030,"As introduced, requires a person to obtain a valid entertainer permit from the adult-oriented establishment board, in those jurisdictions with a board, prior to performing adult cabaret entertainment for compensation; prohibits public, private, and commercial establishments from allowing persons under the age of 18 to attend a performance featuring adult cabaret entertainment. - Amends TCA Title 7, Chapter 51.",Drag Performance,Crossed Over,https://legiscan.com/TN/bill/HB0030/2023
2023-03-07,Texas,HB3850,Relating to the construction of abortion statutes in relation to pregnant biological females who do not identify as a woman or female.,Other,Introduced,https://legiscan.com/TX/bill/HB3850/2023
2023-03-07,Texas,HB3883,Relating to general definitions for and collection of governmental information regarding biological sex.,Other,Introduced,https://legiscan.com/TX/bill/HB3883/2023
2023-03-07,Texas,HB3902,Relating to certain general definitions in the Code Construction Act.,Other,Introduced,https://legiscan.com/TX/bill/HB3902/2023
2023-03-06,Florida,H1521,Provides requirements for exclusive use of restrooms & changing facilities by gender; prohibits willfully entering restroom or changing facility designated for opposite sex & refusing to depart when asked to do so; provides requirements for exclusive use of domestic violence centers by gender; provides requirements for correctional institutions; requires entities that receive state licenses to submit compliance documentation; authorizes AG to bring enforcement actions provides exception for individuals born with certain genetically or biochemically verifiable disorder of sex development.,Public Facilities,Introduced,https://legiscan.com/FL/bill/H1521/2023
2023-03-06,Texas,SB1690,Relating to prohibiting the conservatorship of a child by a parent who removes the child from this state for certain purposes relating to gender reassignment.,Healthcare,Introduced,https://legiscan.com/TX/bill/SB1690/2023
2023-03-03,Arizona,SB1026,State monies; drag shows; minors,Drag Performance,Crossed Over,https://legiscan.com/AZ/bill/SB1026/2023
2023-03-03,Arizona,SB1698,Unlawful exposure; minors; sentencing; reporting,Healthcare,Crossed Over,https://legiscan.com/AZ/bill/SB1698/2023
2023-03-03,Florida,H1421,"Authorizes court of state to enter, modify, or stay child custody determination under specified circumstances; prohibits persons & entities from expending funds for reimbursement for specified clinical interventions; prohibits person's biological sex from being changed on birth certificate; prohibits gender clinical interventions for minors; authorizes certain persons to refuse to participate in gender clinical interventions; prohibits health insurance policy & health maintenance contract from providing coverage for gender clinical interventions; provides physician liability & authorizes award of specified damages, fees, & costs.",Healthcare,Introduced,https://legiscan.com/FL/bill/H1421/2023
2023-03-03,Florida,S1674,"Creating the ""Safety in Private Spaces Act""; providing requirements for exclusive use of restrooms by gender; providing requirements for exclusive use of changing facilities by gender; providing exceptions; prohibiting willfully entering a restroom or changing facility designated for the opposite sex and refusing to immediately depart when asked to do so by another person present there; providing criminal penalties, etc.",Public Facilities,Introduced,https://legiscan.com/FL/bill/S1674/2023
2023-03-03,Kentucky,HB470,"Create new sections of KRS Chapter 311 to define terms; state that the provision of gender transition services to a person under the age of 18 years by a health care provider or mental health care provider is unethical and unprofessional conduct; require an investigation of any report of provision of gender transition services to a person under the age of 18 years; require revocation of the provider's license if confirmed and termination of public funding for a public employee; require that providers be jointly and severally liable for all damages and costs sustained for providing gender transition services or aiding and assisting a person under the age of 18 years to consider or to obtain gender transition services; provide defense to providers refusing to provide services; make failure to report provision of gender transition services a crime; permit an action on a violation to be taken by the parent or guardian of a person before the person attains the age of 18 years and by the person within 30 years of the person attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit use of public funds for gender transition services; prohibit a provider employed by a public agency to provide include gender transition procedures; permit the Attorney General to bring action to enforce provisions; permit intervention as a matter of right if these provisions are challenged; prohibit a public provider from intervening in a legal proceeding in defense of the provision of gender transition services; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a person under age 18 years; create a new section of Subtitle12 of KRS Chapter 304 to establish liability provisions if an insurer elects to cover gender transition services; amend KRS 18A.225 to prohibit a fully insured benefit plan or self-insured plan for public employees from covering gender transition services for a person under the age of 18 years; amend KRS 454.210 to add to court permission to exercise personal jurisdiction over a person who acts directly or by an agent, as to a claim arising from the person's engaging in the provision of gender transition services to a person under the age of 18 years; create a new section of KRS Chapter 158 to prohibit a public school counselor, school-based mental health services provider, or other public employee from aiding or assisting in the provision of gender transition services for a person under the age of 18 years; establish liability provisions; require school notification of parents of child's expression of sex or gender inconsistency with exceptions; amend KRS 141.039 to require that corporate income relating to the provision of gender transition services to a person under age 18 years be added to net income; amend KRS 213.121 to prohibit a registered certificate or report from being amended if the purpose is to assist with a social or physical gender transition; amend KRS 401.020 to prohibit a court to order a name change if the purpose is to assist with a social or physical gender transition; create a new section of KRS Chapter 600 to prohibit the Department of Juvenile Justice from classifying a detainee by a sex that is inconsistent with defined sex; allow the Act to be cited as the Do No Harm Act; EFFECTIVE January 1, 2024.",Healthcare,Crossed Over,https://legiscan.com/KY/bill/HB470/2023
2023-03-03,North Dakota,HB1522,"A BILL for an Act to create and enact a new section to chapter 14-02.4 and a new section to chapter 15.1-06 of the North Dakota Century Code, relating to preferred pronouns and providing accommodations to a transgender student; to provide a penalty; and to declare an emergency.",Public Facilities,Crossed Over,https://legiscan.com/ND/bill/HB1522/2023
2023-03-03,Texas,HB3360,Relating to a prohibition on the presence of minors at certain performances facilitated by certain alcoholic beverage permit and license holders.,Drag Performance,Introduced,https://legiscan.com/TX/bill/HB3360/2023
2023-03-03,Utah,HB0132,Prohibiting Sex Transitioning Procedures on Minors,Healthcare,Dead/Failed,https://legiscan.com/UT/bill/HB0132/2023
2023-03-02,Arizona,SB1001,Pronouns; biological sex; school policies,Schools / Education,Crossed Over,https://legiscan.com/AZ/bill/SB1001/2023
2023-03-02,South Carolina,S0585,"Amend The South Carolina Code Of Laws By Adding Section 16-15-450 So As To Prohibit Adult Cabaret Performances On Public Property And In Places Where Such A Performance Can Be Viewed By Minors, And To Define Necessary Terms.",Drag Performance,Introduced*,https://legiscan.com/SC/bill/S0585/2023
2023-03-02,Texas,HB3213,Relating to the detainment and housing of juveniles based on biological sex.,Other,Introduced,https://legiscan.com/TX/bill/HB3213/2023
2023-03-02,United States,SB635,A bill to protect children from medical malpractice in the form of gender transition procedures.,Healthcare,Introduced,https://legiscan.com/US/bill/SB635/2023
2023-03-01,Arizona,HB2312,Women's shelters; male employees; liability,Public Facilities,Crossed Over,https://legiscan.com/AZ/bill/HB2312/2023
2023-03-01,Arizona,SB1040,Public schools; restrooms; reasonable accommodations,Public Facilities,Crossed Over,https://legiscan.com/AZ/bill/SB1040/2023
